Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method
10912,2024-12-03,Electronics,iPhone 14 Pro,2,999.99,1999.98,Europe,Credit Card
10913,2024-04-13,Electronics,Sony WH-1000XM5 Headphones,2,399.99,799.98,North America,Credit Card
10914,2024-10-19,Books,The Pragmatic Programmer,5,44.99,224.95,Australia,Apple Pay
10915,2024-05-11,Electronics,MacBook Air M2,2,1199.99,2399.98,Australia,Credit Card
10916,2024-01-07,Home Appliances,Philips Air Fryer,1,199.99,199.99,South America,Credit Card
10917,2024-07-03,Books,Deep Work,1,29.99,29.99,Australia,Cash
10918,2024-09-27,Electronics,iPhone 14 Pro,3,999.99,2999.97,North America,Debit Card
10919,2024-09-22,Electronics,iPhone 14 Pro,2,999.99,1999.98,Australia,PayPal
10920,2024-04-07,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,Australia,Debit Card
10921,2024-10-12,Books,Atomic Habits,5,24.99,124.95,Asia,PayPal
10922,2024-12-25,Books,Atomic Habits,2,24.99,49.98,Europe,Apple Pay
10923,2024-07-24,Clothing,Nike Air Force 1 Sneakers,5,109.99,549.95,Australia,PayPal
10924,2024-06-29,Clothing,North Face Jacket,3,249.99,749.97,Asia,PayPal
10925,2024-11-20,Books,Deep Work,5,29.99,149.95,Europe,Apple Pay
10926,2024-10-06,Home Appliances,Philips Air Fryer,5,199.99,999.95,Asia,Cash
10927,2024-08-19,Books,The Pragmatic Programmer,1,44.99,44.99,North America,Cash
10928,2024-11-01,Electronics,iPad Pro 11,2,799.99,1599.98,Asia,Credit Card
10929,2024-06-02,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,North America,Cash
10930,2024-10-10,Home Appliances,Dyson V11 Vacuum Cleaner,1,599.99,599.99,South America,Cash
10931,2024-03-20,Home Appliances,Samsung Microwave Oven,3,249.99,749.97,Australia,Debit Card
10932,2024-04-29,Clothing,Adidas Hoodie,1,69.99,69.99,Australia,PayPal
10933,2024-10-18,Home Appliances,Dyson V11 Vacuum Cleaner,3,599.99,1799.97,South America,Debit Card
10934,2024-09-06,Electronics,iPad Pro 11,3,799.99,2399.97,North America,Apple Pay
10935,2024-07-14,Electronics,iPhone 14 Pro,3,999.99,2999.97,Asia,PayPal
10936,2024-08-01,Electronics,Samsung Galaxy S23,5,899.99,4499.95,North America,PayPal
10937,2024-01-28,Clothing,North Face Jacket,1,249.99,249.99,Asia,Apple Pay
10938,2024-10-16,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,Europe,Debit Card
10939,2024-01-26,Books,The Pragmatic Programmer,5,44.99,224.95,Australia,Apple Pay
10940,2024-02-16,Home Appliances,Philips Air Fryer,3,199.99,599.97,South America,Debit Card
10941,2024-03-08,Clothing,Levi's 501 Jeans,4,79.99,319.96,Australia,Credit Card
10942,2024-10-07,Books,Deep Work,1,29.99,29.99,South America,Apple Pay
10943,2024-08-10,Home Appliances,LG Smart Refrigerator,4,1499.99,5999.96,Australia,Debit Card
10944,2024-09-06,Books,Python Crash Course,2,34.99,69.98,Australia,Apple Pay
10945,2024-09-25,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,Asia,PayPal
10946,2024-06-14,Electronics,iPhone 14 Pro,4,999.99,3999.96,South America,Cash
10947,2024-06-27,Home Appliances,Samsung Microwave Oven,3,249.99,749.97,Australia,Credit Card
10948,2024-06-05,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,South America,Apple Pay
10949,2024-03-15,Books,Atomic Habits,2,24.99,49.98,Europe,Cash
10950,2024-03-20,Electronics,iPhone 14 Pro,1,999.99,999.99,Europe,Apple Pay
10951,2024-03-16,Clothing,Levi's 501 Jeans,3,79.99,239.97,North America,Cash
10952,2024-08-18,Books,Atomic Habits,3,24.99,74.97,Europe,Apple Pay
10953,2024-04-18,Home Appliances,Bosch Washing Machine,5,899.99,4499.95,Asia,Apple Pay
10954,2024-09-04,Home Appliances,Dyson V11 Vacuum Cleaner,4,599.99,2399.96,Australia,Apple Pay
10955,2024-01-23,Clothing,Nike Air Force 1 Sneakers,1,109.99,109.99,Asia,Debit Card
10956,2024-12-22,Clothing,Levi's 501 Jeans,4,79.99,319.96,North America,Credit Card
10957,2024-07-17,Clothing,Adidas Hoodie,1,69.99,69.99,North America,Cash
10958,2024-11-28,Books,Clean Code,4,39.99,159.96,Australia,Credit Card
10959,2024-06-10,Books,Python Crash Course,5,34.99,174.95,North America,Debit Card
10960,2024-04-11,Books,Python Crash Course,1,34.99,34.99,North America,Debit Card
10961,2024-09-28,Clothing,Adidas Hoodie,4,69.99,279.96,South America,Debit Card
10962,2024-01-10,Clothing,Adidas Hoodie,3,69.99,209.97,Asia,Debit Card
10963,2024-09-13,Clothing,Levi's 501 Jeans,3,79.99,239.97,South America,Credit Card
10964,2024-10-11,Clothing,Nike Air Force 1 Sneakers,2,109.99,219.98,Asia,PayPal
10965,2024-12-02,Home Appliances,Dyson V11 Vacuum Cleaner,4,599.99,2399.96,Australia,Apple Pay
10966,2024-11-16,Home Appliances,Philips Air Fryer,2,199.99,399.98,Australia,Debit Card
10967,2024-08-06,Clothing,North Face Jacket,3,249.99,749.97,South America,Apple Pay
10968,2024-03-08,Home Appliances,LG Smart Refrigerator,5,1499.99,7499.95,Australia,Debit Card
10969,2024-03-11,Clothing,North Face Jacket,2,249.99,499.98,South America,Debit Card
10970,2024-12-01,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,Australia,Apple Pay
10971,2024-03-01,Home Appliances,Samsung Microwave Oven,2,249.99,499.98,North America,Cash
10972,2024-07-30,Books,Deep Work,4,29.99,119.96,Asia,Debit Card
10973,2024-04-06,Electronics,Samsung Galaxy S23,2,899.99,1799.98,North America,Apple Pay
10974,2024-11-11,Clothing,North Face Jacket,5,249.99,1249.95,Australia,Debit Card
10975,2024-11-01,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,Asia,Credit Card
10976,2024-12-18,Books,Clean Code,5,39.99,199.95,Australia,PayPal
10977,2024-12-30,Clothing,Nike Air Force 1 Sneakers,4,109.99,439.96,South America,PayPal
10978,2024-03-11,Home Appliances,LG Smart Refrigerator,2,1499.99,2999.98,North America,PayPal
10979,2024-01-08,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,Europe,Debit Card
10980,2024-02-03,Home Appliances,Philips Air Fryer,5,199.99,999.95,South America,Cash
10981,2024-08-22,Home Appliances,Philips Air Fryer,4,199.99,799.96,North America,Apple Pay
10982,2024-07-13,Clothing,Uniqlo Cotton T-Shirt,5,19.99,99.95,Australia,Apple Pay
10983,2024-10-01,Electronics,iPad Pro 11,1,799.99,799.99,South America,PayPal
10984,2024-01-22,Home Appliances,Bosch Washing Machine,5,899.99,4499.95,South America,Credit Card
10985,2024-10-12,Books,Python Crash Course,1,34.99,34.99,Europe,Cash
10986,2024-08-13,Books,Deep Work,3,29.99,89.97,South America,Debit Card
10987,2024-08-04,Clothing,North Face Jacket,1,249.99,249.99,Australia,Debit Card
10988,2024-08-25,Books,Atomic Habits,5,24.99,124.95,North America,Debit Card
10989,2024-10-26,Home Appliances,Philips Air Fryer,4,199.99,799.96,Asia,PayPal
10990,2024-01-13,Home Appliances,Philips Air Fryer,5,199.99,999.95,Europe,PayPal
10991,2024-02-16,Clothing,Adidas Hoodie,2,69.99,139.98,North America,Credit Card
10992,2024-02-28,Books,Deep Work,1,29.99,29.99,Australia,PayPal
10993,2024-09-18,Home Appliances,Philips Air Fryer,5,199.99,999.95,South America,Credit Card
10994,2024-03-28,Clothing,North Face Jacket,2,249.99,499.98,Europe,Debit Card
10995,2024-04-01,Electronics,Sony WH-1000XM5 Headphones,3,399.99,1199.97,Asia,PayPal
10996,2024-05-27,Home Appliances,Dyson V11 Vacuum Cleaner,2,599.99,1199.98,Europe,Credit Card
10997,2024-11-14,Clothing,Levi's 501 Jeans,4,79.99,319.96,South America,PayPal
10998,2024-10-05,Electronics,iPad Pro 11,4,799.99,3199.96,Europe,Debit Card
10999,2024-10-28,Books,The Pragmatic Programmer,4,44.99,179.96,South America,Credit Card
11000,2024-11-03,Electronics,Samsung Galaxy S23,5,899.99,4499.95,Asia,Apple Pay
